# Zrodlo danych: PharmaTrack Sell-Out Panel PL (panel aptek)
# Eksport wygenerowany: 2026-04-01 03:14:22
# Okres deklarowany: 2026-03
# Separator pol: | ; kodowanie: UTF-8 ; separator dziesietny: przecinek
# UWAGA: eksport wykonany w dwoch przebiegach - load_id L20260401A oraz L20260401B
# typ_transakcji: SPRZEDAZ | ZWROT | PROMO
load_id|data_sprzedazy|apteka_id|nazwa_apteki|wojewodztwo|kanal|ean|nazwa_produktu|opakowania|wartosc_pln|typ_transakcji
L20260401A|2026-03-24|0000151|Apteka Hygieia 1035|mazowieckie|INDYW|5909991234585|Magnovit B6 50 tabl.|3|58,82|SPRZEDAZ
L20260401A|2026-03-31|120|Apteka Hygieia 1210|dolnoslaskie|niezalezna|5909991234585|MAGNOVIT B6|1|18,87|SPRZEDAZ
L20260401A|01/04/2026|0000411|Melisa 1397|mazowieckie|sieciowa|5909991234578|VITARIS D3 4000 J.M.|1|33,79|SPRZEDAZ
L20260401A|2026-03-23|APT-000271|Apteka Vita 1029|malopolskie|INDYWIDUALNA|5909991234592|GINKOMAX 120|1|28,77|SPRZEDAZ
L20260401A|2026-03-11|0000416|Apteka Familijna 1089|wielkopolskie|siec|5909991234561|VITARIS D3 2000|1|25,74 PLN|SPRZEDAZ
L20260401A|2026-03-11|90|Melisa 1264|malopolskie|SIEĆ |5909991234561|VITARIS D3 2000|1|24,09|SPRZEDAZ
L20260401A|2026-03-02|279|Apteka Nowa 1338|malopolskie|Indywidualna|5909991234578|VITARIS D3 4000 J.M.|1|34,33|SPRZEDAZ
L20260401A|2026-03-14|APT-000374|Apteka Centrum 1119|pomorskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000|1|24,63|SPRZEDAZ
L20260401A|2026-03-16|327|Apteka Panaceum 1179|dolnoslaskie|indyw|5909991234592|GINKOMAX 120MG|1|28,49|SPRZEDAZ
L20260401A|10.03.2026|0000027|PharmaPlus 1005|mazowieckie|SIEC|5909991234578|VITARIS D3 4000|1|32,81|SPRZEDAZ
L20260401A|2026-03-13|APT-000055|Apteka Zdrowie 1294|dolnoslaskie|sieciowa|5909991234608|ALLERTIS 10|4|59,00 PLN|SPRZEDAZ
L20260401A|2026-03-17|APT-000019|Dbam o Zdrowie Plus 1087|wielkopolskie|Sieć|5909991234585|MAGNOVIT B6|1|18,96|SPRZEDAZ
L20260401A|07.03.2026|APT-000229|Apteka Centrum 1132|pomorskie|INDYWIDUALNA|5909991234608|ALLERTIS 10|1|14,20|SPRZEDAZ
L20260401B|04.03.2026|APT-000280|Dbam o Zdrowie Plus 1070|slaskie|Sieć|5909991234561|VITARIS D3 2000|1|24,77|SPRZEDAZ
L20260401A|24.03.2026|0000280|Dbam o Zdrowie Plus 1070|slaskie|sieciowa|5909991234561|VITARIS D3 2000 J.M.|2|48,54|SPRZEDAZ
L20260401A|03.03.2026|APT-000390|Apteka Hygieia 1202|wielkopolskie|indyw|5909991234608|Allertis 10 mg 30 tabl.|1|15,02 PLN|SPRZEDAZ
L20260401A|14/03/2026|APT-000055|Apteka Zdrowie 1294|dolnoslaskie|sieciowa|5909991234561|VITARIS D3 2000|1|23,93|SPRZEDAZ
L20260401A|2026-03-16|APT-000266|Apteka pod Lipa 1266|wielkopolskie|niezalezna|5909991234608|ALLERTIS 10|2|27,38|SPRZEDAZ
L20260401A|2026-03-05|APT-000025|Melisa 1412|malopolskie|Sieć|5909991234592|GINKOMAX 120MG|1|28,70|SPRZEDAZ
L20260401A|2026-03-10|349|PharmaPlus 1039|pomorskie|sieciowa|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,31|SPRZEDAZ
L20260401A|2026-03-24|APT-000078|Apteka Vita 1123|slaskie|INDYWIDUALNA|5909991234578|VITARIS D3 4000|1|34,33|SPRZEDAZ
L20260401A|2026-03-12|APT-000121|Apteka Nowa 1135|malopolskie|indyw|5909991234561|VITARIS D3 2000|1|25,12 PLN|SPRZEDAZ
L20260401A|2026-03-31|62|Dbam o Zdrowie Plus 1272|mazowieckie|siec|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,67|SPRZEDAZ
L20260401A|16.03.2026|APT-000188|Dbam o Zdrowie Plus 1216|mazowieckie|SIEC|5909991234585|MAGNOVIT B6|1|18,55 PLN|SPRZEDAZ
L20260401A|16/03/2026|269|Apteka Vita 1305|dolnoslaskie|indyw|5909991234561|VITARIS D3 2000|1|25,68|SPRZEDAZ
L20260401A|19/03/2026|APT-000379|Apteka Sloneczna 1416|dolnoslaskie|indyw|5909991234561|VITARIS D3 2000 J.M.|3|78,96|SPRZEDAZ
L20260401A|2026-03-28|92|Melisa 1085|mazowieckie|Sieć|5909991234561|VITARIS D3 2000|2|50,28 PLN|SPRZEDAZ
L20260401A|11.03.2026|320|Apteka Zdrowie 1316|mazowieckie|SIEC|5909991234585|MAGNOVIT B6|1|19,64|SPRZEDAZ
L20260401A|2026-03-21|163|Apteka Nowa 1260|pomorskie|Indywidualna|5909991234592|Ginkomax 120 mg 60 tabl.|1|29,90|SPRZEDAZ
L20260401A|2026-03-04|365|Apteka Rodzinna 1346|mazowieckie|Indywidualna|5909991234561|VITARIS D3 2000 J.M.|1|24,91|SPRZEDAZ
L20260401A|11.03.2026|0000106|Apteka Vita 1242|mazowieckie|INDYWIDUALNA|5909991234585|Magnovit B6 50 tabl.|1|18,21|SPRZEDAZ
L20260401A|2026-03-16|0000379|Apteka Sloneczna 1416|dolnoslaskie|INDYWIDUALNA|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|3|77,70|SPRZEDAZ
L20260401A|10.03.2026|APT-000294|Apteka Zdrowie 1207|wielkopolskie|Sieć|5909991234585|Magnovit B6 50 tabl.|4|79,70|SPRZEDAZ
L20260401A|2026-03-02|335|Dbam o Zdrowie Plus 1023|slaskie|SIEC|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,17|SPRZEDAZ
L20260401A|18.03.2026|0000061|Dbam o Zdrowie Plus 1382|pomorskie|SIEĆ |5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|32,41|SPRZEDAZ
L20260401A|06.03.2026|0000376|Apteka Rodzinna 1211|pomorskie|Indywidualna|5909991234585|MAGNOVIT B6|1|0,00|PROMO
L20260401A|31.03.2026|358|Apteka Zdrowie 1282|mazowieckie|sieciowa|5909991234578|VITARIS D3 4000|1|33,69|SPRZEDAZ
L20260401B|19.03.2026|APT-000280|Dbam o Zdrowie Plus 1070|slaskie|sieciowa|5909991234585|Magnovit B6 50 tabl.|1|18,24 PLN|SPRZEDAZ
L20260401A|2026-02-27|APT-000304|Dbam o Zdrowie Plus 1214|dolnoslaskie|siec|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|47,09|SPRZEDAZ
L20260401A|2026-03-16|APT-000309|Apteka Sloneczna 1106|mazowieckie|indyw|5909991234578|VITARIS D3 4000|1|32,71|SPRZEDAZ
L20260401A|2026-03-13|APT-000036|Dbam o Zdrowie Plus 1386|malopolskie|siec|5909991234585|MAGNOVIT B6|2|36,33|SPRZEDAZ
L20260401A|05.03.2026|0000284|Melisa 1222|mazowieckie|Sieć|5909991234561|VITARIS D3 2000|1|23,99|SPRZEDAZ
L20260401A|17.03.2026|0000296|Apteka Zdrowie 1184|slaskie|Sieć|5909991234561|VITARIS D3 2000|1|24,31|SPRZEDAZ
L20260401A|20.03.2026|9|Dbam o Zdrowie Plus 1190|pomorskie|siec|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|3|76,09|SPRZEDAZ
L20260401A|02/04/2026|312|Dbam o Zdrowie Plus 1117|pomorskie|sieciowa|5909991234608|Allertis 10 mg 30 tabl.|1|14,90|SPRZEDAZ
L20260401A|2026-03-02|13|PharmaPlus 1371|slaskie|siec|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,06|SPRZEDAZ
L20260401A|2026-03-27|APT-000054|Apteka Zdrowie 1168|slaskie|siec|5909991234585|MAGNOVIT B6|2|38,95 PLN|SPRZEDAZ
L20260401A|2026-03-29|APT-000229|Apteka Centrum 1132|pomorskie|INDYWIDUALNA|5909991234578|VITARIS D3 4000|1|33,84 PLN|SPRZEDAZ
L20260401A|24.03.2026|APT-000358|Apteka Zdrowie 1282|mazowieckie|Sieć|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|2|63,47 PLN|SPRZEDAZ
L20260401A|2026-03-17|APT-000080|Apteka Familijna 1360|malopolskie|SIEC|5909991234561|VITARIS D3 2000|1|24,10|SPRZEDAZ
L20260401A|2026-03-27|88|Apteka Zdrowie 1356|wielkopolskie|sieciowa|5909991234578|VITARIS D3 4000|1|33,29 PLN|SPRZEDAZ
L20260401A|2026-03-25|APT-000302|Dbam o Zdrowie Plus 1277|malopolskie|sieciowa|5909991234578|VITARIS D3 4000 J.M.|1|33,27|SPRZEDAZ
L20260401A|26.03.2026|APT-000058|Melisa 1054|malopolskie|Sieć|5909991234608|ALLERTIS 10MG|2|28,38|SPRZEDAZ
L20260401A|2026-03-21|APT-000416|Apteka Familijna 1089|wielkopolskie|sieciowa|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|51,88|SPRZEDAZ
L20260401A|30/03/2026|0000282|Apteka Sloneczna 1391|wielkopolskie|indyw|5909991234608|ALLERTIS 10|3|43,89|SPRZEDAZ
L20260401A|17/03/2026|227|Dbam o Zdrowie Plus 1414|mazowieckie|Sieć|5909991234561|VITARIS D3 2000|1|24,28 PLN|SPRZEDAZ
L20260401A|2026-03-18|APT-000039|Dbam o Zdrowie Plus 1392|malopolskie|SIEC|5909991234561|VITARIS D3 2000|3|75,35|SPRZEDAZ
L20260401A|2026-03-12|0000363|Apteka Hygieia 1031|dolnoslaskie|Indywidualna|5909991234561|VITARIS D3 2000|1|26,00|SPRZEDAZ
L20260401A|16.03.2026|APT-000099|PharmaPlus 1057|slaskie|SIEĆ |5909991234608|Allertis 10 mg 30 tabl.|2|30,71|SPRZEDAZ
L20260401A|27.03.2026|119|Apteka Zdrowie 1026|malopolskie|SIEC|5909991234592|GINKOMAX 120|2|62,70|SPRZEDAZ
L20260401A|20.03.2026|APT-000277|Dbam o Zdrowie Plus 1205|dolnoslaskie|Sieć|5909991234585|Magnovit B6 50 tabl.|3|55,65|SPRZEDAZ
L20260401A|24/03/2026|317|Apteka Salus 1344|mazowieckie|niezalezna|5909991234585|MAGNOVIT B-6|1|17,90|SPRZEDAZ
L20260401A|28/03/2026|0000045|Apteka pod Lipa 1042|pomorskie|indyw|5909991234561|VITARIS D3 2000|1|24,84|SPRZEDAZ
L20260401A|2026-03-23|0000057|Dbam o Zdrowie Plus 1203|dolnoslaskie|SIEĆ |5909991234585|Magnovit B6 50 tabl.|2|36,88|SPRZEDAZ
L20260401A|2026-03-20|APT-000305|PharmaPlus 1022|dolnoslaskie|SIEC|5909991234592|Ginkomax 120 mg 60 tabl.|4|115,71|SPRZEDAZ
L20260401A|2026-03-20|96|Melisa 1274|malopolskie|SIEĆ |5909991234592|GINKOMAX 120|1|31,62|SPRZEDAZ
L20260401A|2026-04-03|0000217|Melisa 1298|malopolskie|SIEĆ |5909991234578|VITARIS D3 4000 J.M.|2|66,55|SPRZEDAZ
L20260401A|02.03.2026|157|Melisa 1379|malopolskie|siec|5909991234585|MAGNOVIT B6|2|36,05|SPRZEDAZ
L20260401A|20.03.2026|APT-000391|Apteka Centrum 1387|pomorskie|niezalezna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|4|95,06|SPRZEDAZ
L20260401A|2026-03-18|0000196|Apteka Sloneczna 1009|slaskie|indyw|5909991234585|Magnovit B6 50 tabl.|3|58,66|SPRZEDAZ
L20260401A|2026-04-03|27|PharmaPlus 1005|mazowieckie|sieciowa|5909991234561|VITARIS D3 2000|2|47,51|SPRZEDAZ
L20260401A|09/03/2026|301|Melisa 1365|pomorskie|Sieć|5909991234585|MAGNOVIT B6|1|19,53|SPRZEDAZ
L20260401A|19.03.2026|APT-000130|Apteka Vita 1033|slaskie|INDYW|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|24,17|SPRZEDAZ
L20260401A|2026-03-18|APT-000160|Apteka Ratuszowa 1125|malopolskie|niezalezna|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|5|163,37|SPRZEDAZ
L20260401A|2026-03-21|0000107|Apteka Sloneczna 1164|mazowieckie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|2|36,53|SPRZEDAZ
L20260401A|2026-03-07|APT-000313|Apteka Sloneczna 1145|dolnoslaskie|INDYW|5909991234561|VITARIS D3 2000|2|51,05|SPRZEDAZ
L20260401A|2026-03-20|APT-000027|PharmaPlus 1005|mazowieckie|Sieć|5909991234585|MAGNOVIT B6|1|19,60|SPRZEDAZ
L20260401A|05.03.2026|APT-000103|PharmaPlus 1318|mazowieckie|sieciowa|5909991234585|MAGNOVIT B6|1|19,76|SPRZEDAZ
L20260401A|2026-03-18|APT-000225|Apteka Hygieia 1209|pomorskie|indyw|5909991234561|VITARIS D3 2000|2|52,41|SPRZEDAZ
L20260401B|11.03.2026|0000191|Dbam o Zdrowie Plus 1362|pomorskie|SIEĆ |5909991234578|VITARIS D3 4000|1|34,24|SPRZEDAZ
L20260401A|2026-03-05|APT-000239|Apteka Familijna 1162|dolnoslaskie|Sieć|5909991234561|VITARIS D3 2000|4|104,58|SPRZEDAZ
L20260401A|29.03.2026|APT-000055|Apteka Zdrowie 1294|dolnoslaskie|sieciowa|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|-1|-23,87|ZWROT
L20260401A|05.03.2026|APT-000081|Apteka Ratuszowa 1246|wielkopolskie|Indywidualna|5909991234578|VITARIS D3 4000 J.M.|2|61,94|SPRZEDAZ
L20260401A|2026-03-05|APT-000018|Apteka Zdrowie 1243|malopolskie|SIEĆ |5909991234608|ALLERTIS 10|-|14,24|SPRZEDAZ
L20260401A|2026-03-10|69|Apteka Salus 1334|pomorskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000 J.M.|2|51,37 PLN|SPRZEDAZ
L20260401A|2026-03-30|0000176|Apteka Zdrowie 1177|mazowieckie|SIEC|5909991234561|VITARIS D3 2000|2|48,52|SPRZEDAZ
L20260401A|03.03.2026|0000343|Apteka Zdrowie 1220|slaskie|siec|5909991234561|VITARIS D3 2000 J.M.|3|0,00|PROMO
L20260401A|2026-03-03|0000171|Apteka Zdrowie 1224|pomorskie|SIEĆ |5909991234608|ALLERTIS 10|4|59,56 PLN|SPRZEDAZ
L20260401A|24.03.2026|APT-000225|Apteka Hygieia 1209|pomorskie|niezalezna|5909991234561|VITARIS D3 2000|2|0,00|PROMO
L20260401A|2026-03-04|0000079|Apteka Sloneczna 1239|pomorskie|niezalezna|5909991234561|VITARIS D3 2000|5|121,04|SPRZEDAZ
L20260401A|2026-03-11|0000004|Apteka Zdrowie 1105|malopolskie|SIEC|5909991234592|Ginkomax 120 mg 60 tabl.|1|30,93|SPRZEDAZ
L20260401A|2026-03-20|APT-000039|Dbam o Zdrowie Plus 1392|malopolskie|siec|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|31,93|SPRZEDAZ
L20260401A|2026-03-24|APT-000307|Melisa 1163|slaskie|SIEC|5909991234592|GINKOMAX 120|1|28,13|SPRZEDAZ
L20260401A|2026-03-18|APT-000314|Melisa 1098|slaskie|SIEC|5909991234561|VITARIS D3 2000|1|25,02|SPRZEDAZ
L20260401A|18.03.2026|APT-000319|Melisa 1380|mazowieckie|Sieć|5909991234585|MAGNOVIT B6|1|18,20|SPRZEDAZ
L20260401A|26.03.2026|APT-000083|Apteka Zdrowie 1286|dolnoslaskie|SIEC|5909991234608|Allertis 10 mg 30 tabl.|2|27,65|SPRZEDAZ
L20260401A|2026-03-05|47|Melisa 1229|wielkopolskie|SIEC|5909991234585|Magnovit B6 50 tabl.|1|19,86|SPRZEDAZ
L20260401A|22.03.2026|APT-000057|Dbam o Zdrowie Plus 1203|dolnoslaskie|SIEĆ |5909991234561|VITARIS D3 2000|1|23,74|SPRZEDAZ
L20260401A|2026-03-23|319|Melisa 1380|mazowieckie|SIEĆ |5909991234585|Magnovit B6 50 tabl.|1|18,15|SPRZEDAZ
L20260401A|2026-03-31|APT-000271|Apteka Vita 1029|malopolskie|indyw|5909991234585|MAGNOVIT B-6|2|37,65 PLN|SPRZEDAZ
L20260401A|2026-03-06|APT-000280|Dbam o Zdrowie Plus 1070|slaskie|siec|5909991234585|MAGNOVIT B6|5|96,00 PLN|SPRZEDAZ
L20260401A|2026-03-04|APT-000077|Apteka Vita 1103|dolnoslaskie|indyw|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|1|25,10|SPRZEDAZ
L20260401A|10.03.2026|66|Apteka Familijna 1099|malopolskie|SIEC|5909991234585|MAGNOVIT B-6|1|19,16 PLN|SPRZEDAZ
L20260401A|2026-03-21|APT-000358|Apteka Zdrowie 1282|mazowieckie|siec|5909991234608|ALLERTIS 10|1|15,36|SPRZEDAZ
L20260401A|2026-03-20|APT-000349|PharmaPlus 1039|pomorskie|siec|5909991234585|MAGNOVIT B-6|3|55,35 PLN|SPRZEDAZ
L20260401A|17.03.2026|APT-000331|Melisa 1118|malopolskie|siec|5909991234608|Allertis 10 mg 30 tabl.|1|13,68 PLN|SPRZEDAZ
L20260401A|2026-03-16|212|Apteka pod Lipa 1235|mazowieckie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|19,59|SPRZEDAZ
L20260401A|28.03.2026|APT-000020|PharmaPlus 1257|mazowieckie|SIEĆ |5909991234608|Allertis 10 mg 30 tabl.|1|14,54|SPRZEDAZ
L20260401A|2026-03-02|24|Apteka pod Orlem 1361|malopolskie|indyw|5909991234578|VITARIS D3 4000|2|65,96|SPRZEDAZ
L20260401A|2026-03-11|APT-000157|Melisa 1379|malopolskie|SIEĆ |5909991234578|VITARIS D3 4000|1|32,05|SPRZEDAZ
L20260401A|2026-03-27|APT-000269|Apteka Vita 1305|dolnoslaskie|Indywidualna|5909991234608|ALLERTIS 10MG|1|15,19|SPRZEDAZ
L20260401A|2026-03-30|APT-000024|Apteka pod Orlem 1361|malopolskie|indyw|5909991234578|VITARIS D3 4000|1|31,43|SPRZEDAZ
L20260401A|27/03/2026|0000050|Apteka Zielona 1159|mazowieckie|indyw|5909991234585|MAGNOVIT B6|2|0,00 PLN|PROMO
L20260401A|03.04.2026|APT-000338|Apteka pod Lipa 1001|mazowieckie|Indywidualna|5909991234561|VITARIS D3 2000|1|24,39|SPRZEDAZ
L20260401A|2026-03-24|0000283|Apteka Zdrowie 1280|malopolskie|SIEC|5909991234585|MAGNOVIT B6|1|19,28|SPRZEDAZ
L20260401A|19.03.2026|APT-000131|Apteka Ratuszowa 1267|pomorskie|Indywidualna|5909991234608|Allertis 10 mg 30 tabl.|1|14,21|SPRZEDAZ
L20260401A|2026-03-31|284|Melisa 1222|mazowieckie|siec|5909991234608|ALLERTIS 10|3|42,63|SPRZEDAZ
L20260401A|2026-03-05|0000109|Apteka Zielona 1293|pomorskie|INDYW|5909991234592|GINKOMAX 120MG|1|0,00 PLN|PROMO
L20260401A|26.02.2026|APT-000226|Apteka Vita 1030|slaskie|INDYW|5909991234561|VITARIS D3 2000 J.M.|1|25,17|SPRZEDAZ
L20260401A|23.03.2026|130|Apteka Vita 1033|slaskie|INDYW|5909991234608|Allertis 10 mg 30 tabl.|1|14,24|SPRZEDAZ
L20260401A|2026-03-31|295|Apteka Ratuszowa 1255|malopolskie|INDYWIDUALNA|5909991234561|VITARIS D3 2000 J.M.|2|52,30|SPRZEDAZ
L20260401A|2026-03-11|115|Melisa 1007|wielkopolskie|Sieć|5909991234561|VITARIS D3 2000|2|48,65|SPRZEDAZ
L20260401A|2026-03-22|APT-000261|PharmaPlus 1225|pomorskie|Sieć|5909991234561|VITARIS D3 2000 J.M.|2|47,24|SPRZEDAZ
L20260401A|2026-04-02|382|Melisa 1322|mazowieckie|SIEC|5909991234592|GINKOMAX 120|1|29,88|SPRZEDAZ
L20260401A|2026-03-30|37|Apteka Familijna 1107|mazowieckie|sieciowa|5909991234561|VITARIS D3 2000|1|0,00 PLN|PROMO
L20260401A|2026-03-21|APT-000212|Apteka pod Lipa 1235|mazowieckie|Indywidualna|5909991234585|Magnovit B6 50 tabl.|3|56,45|SPRZEDAZ
L20260401A|2026-03-19|APT-000401|Apteka Zdrowie 1418|dolnoslaskie|siec|5909991234561|VITARIS D3 2000 J.M.|5|122,75|SPRZEDAZ
L20260401A|2026-03-19|APT-000012|Apteka Familijna 1283|dolnoslaskie|sieciowa|5909991234608|ALLERTIS 10|1|14,05 PLN|SPRZEDAZ
L20260401A|08.03.2026|0000196|Apteka Sloneczna 1009|slaskie|niezalezna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|2|46,82 PLN|SPRZEDAZ
L20260401A|2026-03-05|73|Dbam o Zdrowie Plus 1084|mazowieckie|SIEC|5909991234585|MAGNOVIT B6|1|18,06 PLN|SPRZEDAZ
L20260401A|17.03.2026|APT-000150|Apteka Centrum 1112|mazowieckie|INDYW|5909991234585|Magnovit B6 50 tabl.|2|37,01|SPRZEDAZ
L20260401A|2026-02-27|APT-000043|Apteka Familijna 1273|mazowieckie|siec|5909991234561|VITARIS D3 2000|1|26,33|SPRZEDAZ
L20260401A|2026-03-27|0000362|Apteka Centrum 1156|malopolskie|INDYW|5909991234585|MAGNOVIT B6|3|54,15|SPRZEDAZ
L20260401A|2026-03-04|180|Apteka Zielona 1021|mazowieckie|niezalezna|5909991234608|ALLERTIS 10|1|13,91 PLN|SPRZEDAZ
L20260401A|2026-03-11|APT-000238|Apteka Nowa 1073|malopolskie|niezalezna|5909991234608|Allertis 10 mg 30 tabl.|1|13,94|SPRZEDAZ
L20260401A|18/03/2026|97|Apteka Zdrowie 1161|malopolskie|siec|5909991234585|MAGNOVIT B6|1|18,74|SPRZEDAZ
L20260401A|05.03.2026|APT-000246|Apteka Hygieia 1227|mazowieckie|INDYW|5909991234608|Allertis 10 mg 30 tabl.|3|41,91|SPRZEDAZ
L20260401A|18/03/2026|420|Apteka Hygieia 1355|pomorskie|niezalezna|5909991234578|VITARIS D3 4000|1|32,86|SPRZEDAZ
L20260401A|2026-03-19|0000180|Apteka Zielona 1021|mazowieckie|Indywidualna|5909991234561|VITARIS D3 2000|2|48,56 PLN|SPRZEDAZ
L20260401A|01.03.2026|APT-000416|Apteka Familijna 1089|wielkopolskie|Sieć|5909991234608|ALLERTIS 10|1|0,00 PLN|PROMO
L20260401A|04.03.2026|APT-000192|Apteka Rodzinna 1376|mazowieckie|niezalezna|5909991234561|Vitaris D3 2000 j.m. 60 kaps.|3|76,25|SPRZEDAZ
L20260401A|27.02.2026|APT-000141|Apteka pod Lipa 1244|dolnoslaskie|niezalezna|5909991234608|ALLERTIS 10|1|14,51|SPRZEDAZ
L20260401A|2026-03-13|APT-000159|Apteka pod Lipa 1131|mazowieckie|niezalezna|5909991234585|Magnovit B6 50 tabl.|3|0,00|PROMO
L20260401A|2026-03-11|APT-000220|PharmaPlus 1377|mazowieckie|SIEĆ |5909991234592|GINKOMAX 120|2|62,10 PLN|SPRZEDAZ
L20260401A|25.03.2026|APT-000031|Apteka Familijna 1213|mazowieckie|sieciowa|5909991234592|Ginkomax 120 mg 60 tabl.|1|28,62|SPRZEDAZ
L20260401A|11.03.2026|APT-000022|Apteka Panaceum 1285|wielkopolskie|INDYWIDUALNA|5909991234608|Allertis 10 mg 30 tabl.|3|41,33 PLN|SPRZEDAZ
L20260401A|2026-03-11|385|Apteka Zdrowie 1325|malopolskie|SIEĆ |5909991234561|VITARIS D3 2000 J.M.|1|25,40|SPRZEDAZ
L20260401A|05/03/2026|0000233|PharmaPlus 1081|mazowieckie|SIEĆ |5909991234585|MAGNOVIT B6|1|19,37|SPRZEDAZ
L20260401A|2026-03-24|APT-000041|Apteka Nowa 1241|mazowieckie|Indywidualna|5909991234608|ALLERTIS 10|1|13,67|SPRZEDAZ
L20260401A|2026-03-18|APT-000076|Apteka Familijna 1066|mazowieckie|SIEĆ |5909991234608|Allertis 10 mg 30 tabl.|2|28,88|SPRZEDAZ
L20260401A|2026-03-10|43|Apteka Familijna 1273|mazowieckie|SIEĆ |5909991234578|Vitaris D3 4000 j.m. 30 kaps.|4|125,62|SPRZEDAZ
L20260401A|12.03.2026|388|Apteka Ratuszowa 1018|pomorskie|INDYW|5909991234585|Magnovit B6 50 tabl.|1|19,44|SPRZEDAZ
L20260401A|19.03.2026|APT-000157|Melisa 1379|malopolskie|sieciowa|5909991234561|VITARIS D3 2000|3|0,00|PROMO
L20260401A|2026-03-17|301|Melisa 1365|pomorskie|Sieć|5909991234608|Allertis 10 mg 30 tabl.|1|15,23|SPRZEDAZ
L20260401A|2026-03-13|APT-000168|PharmaPlus 1234|pomorskie|Sieć|5909991234585|MAGNOVIT B6|3|53,93|SPRZEDAZ
L20260401A|2026-03-25|APT-000239|Apteka Familijna 1162|dolnoslaskie|Sieć|5909991234592|Ginkomax 120 mg 60 tabl.|2|57,50|SPRZEDAZ
L20260401A|2026-03-20|389|PharmaPlus 1204|slaskie|Sieć|5909991234561|VITARIS D3 2000|2|48,15|SPRZEDAZ
L20260401A|18/03/2026|APT-000262|PharmaPlus 1196|mazowieckie|SIEC|5909991234608|Allertis 10 mg 30 tabl.|1|13,80|SPRZEDAZ
L20260401A|2026-03-11|APT-000107|Apteka Sloneczna 1164|mazowieckie|INDYWIDUALNA|5909991234585|MAGNOVIT B6|1|19,20|SPRZEDAZ
L20260401A|07.03.2026|APT-000402|Apteka Rodzinna 1101|mazowieckie|INDYWIDUALNA|5909991234608|ALLERTIS 10|1|13,79|SPRZEDAZ
L20260401A|2026-04-01|APT-000064|PharmaPlus 1003|mazowieckie|sieciowa|5909991234592|GINKOMAX 120MG|3|89,71|SPRZEDAZ
L20260401A|2026-03-25|APT-000350|Apteka Familijna 1169|mazowieckie|SIEC|5909991234608|ALLERTIS 10|2|30,20|SPRZEDAZ
L20260401A|23/03/2026|0000348|Apteka Hygieia 1353|wielkopolskie|niezalezna|5909991234592|GINKOMAX 120|1|29,59|SPRZEDAZ
L20260401A|2026-03-05|APT-000377|Apteka Familijna 1357|dolnoslaskie|sieciowa|5909991234578|Vitaris D3 4000 j.m. 30 kaps.|1|32,91 PLN|SPRZEDAZ
L20260401A|2026-03-27|APT-000206|Apteka pod Lipa 1045|slaskie|indyw|5909991234592|GINKOMAX 120|1|31,63|SPRZEDAZ
L20260401A|10.03.2026|APT-000252|Melisa 1381|malopolskie|SIEĆ |5909991234585|Magnovit B6 50 tabl.|3|0,00|PROMO
L20260401A|14/03/2026|APT-000254|Dbam o Zdrowie Plus 1153|dolnoslaskie|sieciowa|5909991234585|MAGNOVIT B6|3|56,69|SPRZEDAZ
L20260401A|2026-03-09|0000026|Apteka Nowa 1268|slaskie|niezalezna|5909991234561|VITARIS D3 2000|3|72,76|SPRZEDAZ
L20260401A|2026-03-05|279|Apteka Nowa 1338|malopolskie|niezalezna|5909991234585|MAGNOVIT B6|1|19,58|SPRZEDAZ
L20260401B|2026-03-31|APT-000254|Dbam o Zdrowie Plus 1153|dolnoslaskie|SIEC|5909991234585|MAGNOVIT B6|3|56,56 PLN|SPRZEDAZ
L20260401A|2026-03-23|0000191|Dbam o Zdrowie Plus 1362|pomorskie|sieciowa|5909991234585|MAGNOVIT B6|1|17,89|SPRZEDAZ
L20260401A|31.03.2026|202|Apteka pod Lipa 1275|slaskie|niezalezna|5909991234585|MAGNOVIT B6|2|36,22 PLN|SPRZEDAZ
L20260401A|03.04.2026|APT-000171|Apteka Zdrowie 1224|pomorskie|SIEC|5909991234585|MAGNOVIT B-6|4|75,45|SPRZEDAZ
